"縣市鄉鎮","物資存放點","主/次分類","條碼號","品名","最小單位規格","庫存數量","單位","保存期限"
" 新北市   三峽區 "," 建安國小 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 臺東縣   池上鄉 "," 米鄉-池上文化館 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 4 "," 個 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 30 "," 個 ","  "
" 屏東縣   南州鄉 "," 南州鄉公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 5 "," 個 ","  "
" 彰化縣   芬園鄉 "," 芬園鄉公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 20 "," 個 ","  "
" 新北市   平溪區 "," 東勢市民活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 5 "," 個 ","  "
" 新北市   八里區 "," 八里區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 宜蘭縣   五結鄉 "," 五結鄉公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 屏東縣   潮州鎮 "," 潮州社福園區備災物資倉庫 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 15 "," 個 ","  "
" 新北市   板橋區 "," 板橋區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 19 "," 個 ","  "
" 高雄市   美濃區 "," 美濃區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 新北市   泰山區 "," 泰山區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 34 "," 個 ","  "
" 新竹縣   關西鎮 "," 東安國小大禮堂 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 18 "," 個 ","  "
" 高雄市   旗山區 "," 旗山區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 60 "," 個 ","  "
" 金門縣   金沙鎮 "," 金沙鎮公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 苗栗縣   後龍鎮 "," 苗栗縣後龍鎮公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 70 "," 個 ","  "
" 新北市   汐止區 "," 汐止區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 170 "," 個 ","  "
" 臺南市   鹽水區 "," 臺南市鹽水區岸內國小 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 3 "," 個 ","  "
" 新北市   永和區 "," 中興安養堂 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 30 "," 個 ","  "
" 新北市   淡水區 "," 民生活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 20 "," 個 ","  "
" 新北市   石門區 "," 石門區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 15 "," 個 ","  "
" 高雄市   路竹區 "," 路竹老人活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 16 "," 個 ","  "
" 屏東縣   恆春鎮 "," 1樓地下室 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 120 "," 個 ","  "
" 臺南市   鹽水區 "," 臺南市鹽水區坔頭港國小 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 2 "," 個 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 24 "," 個 ","  "
" 苗栗縣   造橋鄉 "," 造橋鄉綜合活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 47 "," 個 ","  "
" 桃園市   平鎮區 "," 平鎮區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 臺南市   左鎮區 "," 臺南市左鎮區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 46 "," 個 ","  "
" 新北市   淡水區 "," 水碓活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 20 "," 個 ","  "
" 新竹縣   竹東鎮 "," 新竹縣竹東鎮公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 2 "," 個 ","  "
" 臺東縣   延平鄉 "," 延平桃源村 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 20 "," 個 ","  "
" 屏東縣   三地門鄉 "," 鄉立體育館 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 54 "," 個 ","  "
" 高雄市   梓官區 "," 梓官區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 36 "," 個 ","  "
" 新北市   萬里區 "," 萬里區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 20 "," 個 ","  "
" 新北市   三峽區 "," 竹崙市民活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 22 "," 個 ","  "
" 苗栗縣   苑裡鎮 "," 苑裡鎮老人文康中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 40 "," 個 ","  "
" 屏東縣   麟洛鄉 "," 隘寮營區 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 5 "," 個 ","  "
" 苗栗縣   三灣鄉 "," 三灣鄉公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 新竹縣   竹北市 "," 竹北市公所災民救濟物資儲存室 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 37 "," 個 ","  "
" 高雄市   三民區 "," 三民區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 20 "," 個 ","  "
" 新北市   三峽區 "," 有木國小 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 14 "," 個 ","  "
" 桃園市   中壢區 "," 中壢區松鶴會館 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 200 "," 個 ","  "
" 新北市   三峽區 "," 大埔國小 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 新北市   板橋區 "," 板橋莊敬市民活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 20 "," 個 ","  "
" 臺東縣   海端鄉 "," 海端鄉公所後倉庫 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 25 "," 個 ","  "
" 臺中市   神岡區 "," 臺中市神岡區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 15 "," 個 ","  "
" 桃園市   桃園區 "," 桃園市公所長青學苑 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 28 "," 個 ","  "
" 新北市   金山區 "," 金山區運動休閒廣場 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 30 "," 個 ","  "
" 彰化縣   埔心鄉 "," 埔心鄉公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 30 "," 個 ","  "
" 新竹縣   關西鎮 "," 錦山托兒所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 30 "," 個 ","  "
" 新北市   土城區 "," 土城區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 120 "," 個 "," 1130327 "
" 臺北市   萬華區 "," 台北市柳鄉區民活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 48 "," 個 ","  "
" 彰化縣   員林市 "," 彰化縣員林鎮公所三樓禮堂 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 新北市   雙溪區 "," 雙溪區公有市場 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 100 "," 個 ","  "
" 高雄市   燕巢區 "," 燕巢民眾活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 25 "," 個 ","  "
" 嘉義市   東區 "," 嘉義市東區區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 10 "," 個 ","  "
" 高雄市   大社區 "," 大社老人文康中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 36 "," 個 ","  "
" 苗栗縣   南庄鄉 "," 南庄鄉公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 4 "," 個 ","  "
" 新北市   平溪區 "," 平溪市民活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 15 "," 個 ","  "
" 臺中市   東勢區 "," 臺中市東勢區延平社區活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 30 "," 個 ","  "
" 高雄市   燕巢區 "," 燕巢民眾活動中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 15 "," 個 "," 1141001 "
" 苗栗縣   大湖鄉 "," 大湖鄉老人文康中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 49 "," 個 ","  "
" 新竹縣   新埔鎮 "," 新埔鎮公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 30 "," 個 ","  "
" 高雄市   茄萣區 "," 茄萣老人文康中心 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 48 "," 個 ","  "
" 新北市   三重區 "," 新北市三重區公所 "," 寢具類 / 寢具類 "," 2021050 --"," 枕頭 "," 1個／個 "," 345 "," 個 ","  "
" 新北市   板橋區 "," 民生市民活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 "," 1121231 "
" 彰化縣   社頭鄉 "," 社頭鄉運動公園體育館 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 14 "," 床 ","  "
" 新北市   新莊區 "," 新莊區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 ","  "
" 花蓮縣   萬榮鄉 "," 明利社區活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 60 "," 床 ","  "
" 彰化縣   永靖鄉 "," 老人文康中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 12 "," 床 ","  "
" 新竹市   東區 "," 新竹市東區區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 30 "," 床 ","  "
" 臺中市   清水區 "," 臺中市清水區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 5 "," 床 ","  "
" 臺中市   東區 "," 臺中市東區區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 12 "," 床 ","  "
" 屏東縣   新埤鄉 "," 屏東縣新埤鄉公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 高雄市   仁武區 "," 仁武區公所社會課 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 ","  "
" 臺中市   西區 "," 臺中市西區區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 1 "," 床 ","  "
" 宜蘭縣   冬山鄉 "," 宜蘭縣冬山鄉公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 彰化縣   員林市 "," 彰化縣員林鎮公所三樓禮堂 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 ","  "
" 新北市   板橋區 "," 板橋區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 90 "," 床 ","  "
" 花蓮縣   萬榮鄉 "," 見晴社區活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 80 "," 床 ","  "
" 屏東縣   內埔鄉 "," 內埔鄉公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 40 "," 床 ","  "
" 高雄市   美濃區 "," 美濃區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 ","  "
" 臺南市   永康區 "," 臺南市永康區社教中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 80 "," 床 ","  "
" 新北市   泰山區 "," 泰山區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 ","  "
" 新北市   淡水區 "," 長庚活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 臺南市   永康區 "," 臺南市永康區公所3樓禮堂 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 花蓮縣   花蓮市 "," 花蓮市進豐生活園區倉庫 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 金門縣   金城鎮 "," 金城鎮公所七樓 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 ","  "
" 臺東縣   延平鄉 "," 延平桃源村 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 花蓮縣   萬榮鄉 "," 紅葉社區活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 80 "," 床 ","  "
" 臺東縣   成功鎮 "," 成功鎮公所倉庫 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 彰化縣   田中鎮 "," 鎮民活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 30 "," 床 ","  "
" 新北市   淡水區 "," 水碓活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 ","  "
" 新竹縣   竹北市 "," 竹北市公所災民救濟物資儲存室 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 63 "," 床 ","  "
" 花蓮縣   萬榮鄉 "," 萬榮社區活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 80 "," 床 ","  "
" 新竹市   北區 "," 新竹市救災物資中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 81 "," 床 ","  "
" 新北市   板橋區 "," 板橋莊敬市民活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 "," 1121231 "
" 新北市   三重區 "," 新北市三重區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 172 "," 床 ","  "
" 臺東縣   金峰鄉 "," 嘉蘭村辦公處 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 66 "," 床 ","  "
" 臺中市   太平區 "," 太平區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 32 "," 床 ","  "
" 臺東縣   鹿野鄉 "," 鹿野鄉公所倉庫 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 2 "," 床 ","  "
" 新北市   淡水區 "," 民生活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 5 "," 床 ","  "
" 臺南市   歸仁區 "," 臺南市歸仁區美學館 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 6 "," 床 ","  "
" 金門縣   烈嶼鄉 "," 金門縣烈嶼鄉公所五樓倉庫 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 ","  "
" 花蓮縣   萬榮鄉 "," 馬遠社區活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 90 "," 床 ","  "
" 新北市   石門區 "," 石門區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 4 "," 床 ","  "
" 臺東縣   金峰鄉 "," 歷坵村辦公處 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 50 "," 床 ","  "
" 新北市   板橋區 "," 板橋高中 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 10 "," 床 ","  "
" 新竹縣   五峰鄉 "," 桃山村辦公處 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 31 "," 床 ","  "
" 屏東縣   牡丹鄉 "," 石門村活動中心倉庫 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 臺中市   北區 "," 台中市北區行政大樓 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 8 "," 床 ","  "
" 花蓮縣   萬榮鄉 "," 西林社區活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 80 "," 床 ","  "
" 臺南市   善化區 "," 臺南市善化區文康育樂中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 100 "," 床 ","  "
" 彰化縣   和美鎮 "," 和美鎮公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 30 "," 床 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 43 "," 床 ","  "
" 彰化縣   大城鄉 "," 大城鄉公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 5 "," 床 ","  "
" 彰化縣   伸港鄉 "," 伸港鄉公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 12 "," 床 ","  "
" 新竹縣   竹東鎮 "," 新竹縣竹東鎮公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 2 "," 床 ","  "
" 高雄市   梓官區 "," 梓官區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 100 "," 床 ","  "
" 臺東縣   金峰鄉 "," 賓茂村辦公處 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 30 "," 床 ","  "
" 新竹縣   五峰鄉 "," 竹林村集會所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 50 "," 床 ","  "
" 新竹縣   五峰鄉 "," 五峰鄉活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 77 "," 床 ","  "
" 臺中市   大甲區 "," 大甲區長青活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 50 "," 床 ","  "
" 金門縣   金湖鎮 "," 金湖鎮公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 28 "," 床 ","  "
" 新竹縣   新埔鎮 "," 新埔鎮公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 7 "," 床 ","  "
" 彰化縣   大村鄉 "," 大村鄉公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 25 "," 床 ","  "
" 臺中市   神岡區 "," 臺中市神岡區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 16 "," 床 ","  "
" 高雄市   大社區 "," 大社老人文康中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 新北市   八里區 "," 大崁活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 59 "," 床 ","  "
" 金門縣   金沙鎮 "," 金沙鎮公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 30 "," 床 ","  "
" 臺中市   南區 "," 臺中市南區公所五樓禮堂儲藏室 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 3 "," 床 ","  "
" 新北市   五股區 "," 新北市五股區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 75 "," 床 ","  "
" 新北市   中和區 "," 中和區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 49 "," 床 ","  "
" 南投縣   名間鄉 "," 本所中山堂(2) "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 20 "," 床 ","  "
" 苗栗縣   三灣鄉 "," 三灣鄉公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 26 "," 床 ","  "
" 屏東縣   牡丹鄉 "," 高士國小 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 9 "," 床 ","  "
" 高雄市   大寮區 "," 大寮區大發公有市場3樓 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 23 "," 床 ","  "
" 屏東縣   南州鄉 "," 南州鄉公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 4 "," 床 ","  "
" 高雄市   湖內區 "," 湖內區公所中正堂 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 95 "," 床 ","  "
" 新北市   八里區 "," 長坑活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 50 "," 床 ","  "
" 高雄市   橋頭區 "," 橋頭區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 110 "," 床 ","  "
" 彰化縣   北斗鎮 "," 北斗鎮公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 60 "," 床 ","  "
" 臺南市   學甲區 "," 臺南市學甲區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 193 "," 床 ","  "
" 金門縣   金寧鄉 "," 金寧鄉公所物資中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 12 "," 床 ","  "
" 新北市   林口區 "," 林口區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 7 "," 床 ","  "
" 高雄市   燕巢區 "," 燕巢民眾活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 30 "," 床 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 2 "," 床 ","  "
" 高雄市   林園區 "," 林園區長青文康活動中心 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 15 "," 床 ","  "
" 雲林縣   莿桐鄉 "," 莿桐鄉公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 80 "," 床 "," 1010618 "
" 臺中市   潭子區 "," 臺中市潭子區公所倉庫 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 36 "," 床 ","  "
" 新竹市   北區 "," 新竹市北區區公所 "," 寢具類 / 寢具類 "," 2021060 --"," 草蓆 "," 1床／床 "," 15 "," 床 ","  "
" 彰化縣   秀水鄉 "," 秀水體育館 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 高雄市   左營區 "," 新庄聯合活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 高雄市   那瑪夏區 "," 那瑪夏區瑪雅里民權平台（國小） "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 高雄市   岡山區 "," 岡山老人活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 臺北市   文山區 "," 台北市安康平價住宅 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 60 "," 條 ","  "
" 彰化縣   和美鎮 "," 和美鎮公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 15 "," 條 ","  "
" 桃園市   中壢區 "," 中壢區松鶴會館 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 255 "," 條 ","  "
" 彰化縣   溪州鄉 "," 溪州鄉老人文康中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 "," 1070624 "
" 臺北市   士林區 "," 臺北市士林區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 新北市   板橋區 "," 板橋莊敬市民活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 嘉義縣   中埔鄉 "," 石硦村1鄰鄰長宅 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 4 "," 條 ","  "
" 新竹縣   五峰鄉 "," 五峰鄉活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 2 "," 條 ","  "
" 新竹市   北區 "," 新竹市救災物資中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 57 "," 條 ","  "
" 高雄市   桃源區 "," 桃源區二集團活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 嘉義縣   東石鄉 "," 洲仔代天府 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 臺南市   山上區 "," 臺南市山上區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 118 "," 條 ","  "
" 臺南市   麻豆區 "," 臺南市麻豆區公所3樓 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 174 "," 條 ","  "
" 臺南市   仁德區 "," 臺南市仁德區後壁里老人文康活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 基隆市   安樂區 "," 基隆市安樂區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 174 "," 條 ","  "
" 新北市   坪林區 "," 新北市坪林區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 14 "," 條 ","  "
" 臺北市   中正區 "," 臺北市中正區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 31 "," 條 ","  "
